id,road,km,type,name,length,condition,lat,lon,model_type,FLOODCAT,CycloonCat,Total Cargo,Total People,Total Transport,Total Transport Weight,SourceSink Cargo Weight,SourceSink People Weight
832,N2,0.0,sourcesink,Katchpur-Tarabo (Int with R201),0.0,,23.7059167,90.5214438,sourcesink,,,6710.0,16598.0,23308.0,0.0147407219083252,0.041263867365262,0.0563792675926209
833,N2,1.511,RCC Girder Bridge,Jatramura Bridge,36.7,C,23.7180650594594,90.5157713121621,bridge,0.0,2.0,,,,,,
834,N2,2.313,sourcesink,Tarabo(Int with R 201)-Barpa(Int. with Z1090 LGED Road),0.0,,23.7249438,90.5134167,sourcesink,,,6815.0,10430.0,17245.0,0.0109062875111149,0.0419095761690404,0.0354281094704805
835,N2,8.5935,sourcesink,Barpa(Int. with Z1090 LGED Road)-Bhulta (Int.with R202),0.0,,23.7630278,90.5503889,sourcesink,,,6556.0,11192.0,17748.0,0.0112244007391863,0.0403168277863872,0.0380164334797332
836,N2,11.482,RCC Girder Bridge,Gola kandail Bridge.,19.0,C,23.7853886,90.5689207170731,bridge,0.0,2.0,,,,,,
837,N2,11.544,sourcesink,Bhulta (Int.with R202)-Bhulta (Int.with R203),0.0,,23.7856663,90.5705827,sourcesink,,,6556.0,11192.0,17748.0,0.0112244007391863,0.0403168277863872,0.0380164334797332
838,N2,12.18,Box Culvert,SHAWGHAT BOX CULVERT,3.9,A,23.7889337462616,90.5739290696261,bridge,0.0,2.0,,,,,,
839,N2,13.366,Box Culvert,ADURI BOX CULVERT,4.9,B,23.7976774888888,90.5808413907407,bridge,0.0,2.0,,,,,,
840,N2,14.333,Box Culvert,ADURI BOX CULVERT,3.5,B,23.8043535636363,90.5868510651515,bridge,0.0,2.0,,,,,,
841,N2,15.677,Box Culvert,BANTI BOX CULVERT,3.4,A,23.8141318216274,90.5946881518201,bridge,0.0,2.0,,,,,,
842,N2,16.19,PC Girder Bridge,Banti Bridge,72.15,C,23.8175902727272,90.5980362409091,bridge,0.0,2.0,,,,,,
843,N2,17.138,Box Culvert,PATCHRUKHI CULVERT,3.1,C,23.8240644910256,90.6041620474358,bridge,0.0,2.0,,,,,,
844,N2,17.966,Box Culvert,PUTCHRUCLAI CULVERT,4.5,A,23.8296726621951,90.6093124878048,bridge,0.0,2.0,,,,,,
845,N2,18.944,Box Culvert,SON PARA,8.3,B,23.8361761919786,90.6158002716577,bridge,0.0,2.0,,,,,,
846,N2,19.895,Box Culvert,FURINGDIA BOX CULVERT,8.3,A,23.8420215152592,90.6225475748148,bridge,0.0,2.0,,,,,,
847,N2,20.514,Box Culvert,PURINDA BAZAR BOX CULVERT,4.0,A,23.8455601296072,90.6272545388217,bridge,0.0,2.0,,,,,,
848,N2,21.168,Box Culvert,PURINDHA BOX CULVERT,8.0,A,23.8498411622356,90.6315629367069,bridge,0.0,2.0,,,,,,
849,N2,22.144,Box Culvert,SHAT GRAM BOX CULVERT,4.0,B,23.8552059112311,90.6386719605831,bridge,0.0,2.0,,,,,,
850,N2,23.556,Box Culvert,BAGBARI BOX CULVERT,4.0,A,23.8551351154798,90.6523555436532,bridge,0.0,2.0,,,,,,
851,N2,24.2,Box Culvert,RAINADI BOX CULVERT,4.0,A,23.85482810625,90.65862330625,bridge,3.0,2.0,,,,,,
852,N2,24.708,Box Culvert,KANDA PARA BOX CULVERT,4.0,A,23.8544541010025,90.6636239691729,bridge,3.0,2.0,,,,,,
853,N2,25.107,Box Culvert,NAWPARA BOX CULVERT,2.0,A,23.8538887225352,90.6674320528169,bridge,3.0,2.0,,,,,,
854,N2,28.442,Box Culvert,KURIRPARA BOX CULVERT,2.5,A,23.8777000377733,90.6666340974155,bridge,3.0,2.0,,,,,,
855,N2,28.943,Box Culvert,CHAITABOR BOX CULVERT,2.5,A,23.8821253296774,90.6664902774193,bridge,3.0,2.0,,,,,,
856,N2,30.514,PC Girder Bridge,PANCNDANA BRIDGE,30.3,B,23.8936715910973,90.6671215770186,bridge,3.0,2.0,,,,,,
857,N2,31.026,Box Culvert,BOLTIRISH KANE CULVERT,3.0,B,23.8944074858369,90.6720957695279,bridge,3.0,2.0,,,,,,
858,N2,31.279,Box Culvert,SHIKANDI BOX CULVERT,2.5,C,23.8952390502941,90.6744398613725,bridge,3.0,2.0,,,,,,
859,N2,32.969,Box Culvert,UTTAR BAYANDA CULVERT,3.6,A,23.9052630964179,90.68532964,bridge,3.0,1.0,,,,,,
860,N2,35.205,Box Culvert,BAGDI BOX CULVERT,12.7,A,23.9219850495049,90.6971526,bridge,3.0,1.0,,,,,,
861,N2,35.565,Box Culvert,BAGDI - 2 CULVERT,3.0,A,23.9240587152317,90.6994088524503,bridge,3.0,1.0,,,,,,
862,N2,36.488,PC Girder Bridge,BASAIL BRIDGE OVER ROAD,25.0,A,23.931131565594,90.7049377079207,bridge,3.0,1.0,,,,,,
863,N2,37.022,Box Culvert,VALARAGAR CULVERT,1.5,B,23.9349686331683,90.7082789089108,bridge,3.0,1.0,,,,,,
864,N2,37.61,RCC Girder Bridge,BALANAGAR BRIDGE,69.5,C,23.9397914928366,90.7099972916905,bridge,3.0,1.0,,,,,,
865,N2,38.015,Box Culvert,KARAR CHAR CULVERT,3.0,A,23.9433782305555,90.7101259086419,bridge,3.0,1.0,,,,,,
866,N2,38.348,Box Culvert,KARAR CHAR CULVERT (2,12.6,A,23.9461092865168,90.7111084978549,bridge,3.0,1.0,,,,,,
867,N2,39.241,Box Culvert,NAGOR BARI CULVERT,5.5,A,23.9534068022471,90.7151372139938,bridge,3.0,1.0,,,,,,
868,N2,39.589,Box Culvert,PATUAR PAR CULVERT,3.4,A,23.9561707439089,90.7166429961178,bridge,3.0,1.0,,,,,,
869,N2,40.114,Box Culvert,BARAITULA BUSTANT CULVERT,3.0,A,23.9603680732262,90.7189657170013,bridge,3.0,1.0,,,,,,
870,N2,40.564,Box Culvert,SAYED NAGAR CULVERT,3.5,B,23.9639584596899,90.7209383751938,bridge,3.0,1.0,,,,,,
871,N2,40.819,Box Culvert,SAYEA NAGAR (2 CULVERT,3.0,A,23.9659905115234,90.722087436914,bridge,3.0,1.0,,,,,,
872,N2,41.375,Box Culvert,SAYED NAGOR CULVERT,1.8,A,23.970321226799,90.7248602101737,bridge,3.0,1.0,,,,,,
873,N2,41.734,Box Culvert,SAYED NAGOR CULVERT,14.1,B,23.972844874473,90.7269674786885,bridge,3.0,1.0,,,,,,
874,N2,42.153,Box Culvert,SAYED NAGOR CULVERT,8.3,B,23.975807317647,90.7294643364705,bridge,3.0,1.0,,,,,,
875,N2,42.51,Box Culvert,ITAKHOLA CULVERT,2.0,A,23.9781330395061,90.7314758677469,bridge,3.0,1.0,,,,,,
876,N2,42.998,Box Culvert,ITAKHOLO CULVERT,12.6,A,23.9798693555555,90.7330660097222,bridge,3.0,1.0,,,,,,
877,N2,43.523,Box Culvert,SHASPUR CULVERT,2.5,A,23.9820949046511,90.7403769,bridge,3.0,1.0,,,,,,
878,N2,44.274,Box Culvert,GASIRDIA CULVERT,4.0,A,23.9858674793103,90.7463042965517,bridge,3.0,1.0,,,,,,
879,N2,45.151,Box Culvert,GASHIRDIA BOX CULVERT,4.1,A,23.990556033582,90.7532248432835,bridge,3.0,1.0,,,,,,
880,N2,45.931,RCC Girder Bridge,Simbi Bridge,95.5,A,23.9941083857142,90.7598198171428,bridge,3.0,1.0,,,,,,
881,N2,46.33,Box Culvert,KHARAMARA BOX CULVERT,10.3,A,23.9959048614285,90.7631233928571,bridge,3.0,1.0,,,,,,
882,N2,46.511,Box Culvert,KUNDAR PARA (1 BOX CULVERT,3.9,A,23.9967209346303,90.7646600762645,bridge,3.0,1.0,,,,,,
883,N2,46.765,Box Culvert,KUNDARPARA (2 BOX CULVERT,2.0,A,23.9978465210526,90.7668094552631,bridge,3.0,1.0,,,,,,
884,N2,47.384,Box Culvert,HAZI BAGAN CULVERT,9.6,A,24.0004307077966,90.7721521084745,bridge,3.0,1.0,,,,,,
885,N2,48.264,Box Culvert,SHARIPULAIA BOX CULVERT,9.5,A,24.0029299085714,90.7803512152381,bridge,0.0,1.0,,,,,,
886,N2,49.335,Box Culvert,SHRISTIGAR BOX CULVERT,9.55,A,24.0070461755434,90.7897196461956,bridge,0.0,1.0,,,,,,
887,N2,49.755,Box Culvert,HAGIBAGAN BOX CULVERT,3.0,A,24.0092648319672,90.7929978532786,bridge,0.0,1.0,,,,,,
888,N2,51.24,Box Culvert,CHITAMNI BOX CULVERT,5.4,A,24.017088827027,90.8047933831081,bridge,0.0,1.0,,,,,,
889,N2,51.976,Box Culvert,CHAITANUE BOX CULVERT,11.0,A,24.02083753125,90.8106968749999,bridge,0.0,1.0,,,,,,
890,N2,53.089,Box Culvert,KAMARTEK BOX CULVERT,7.3,A,24.0265370705479,90.8196663277397,bridge,0.0,1.0,,,,,,
891,N2,53.591,Box Culvert,GABTALI BOX CULVERT,7.25,A,24.0292368238938,90.8239100752212,bridge,0.0,1.0,,,,,,
892,N2,54.354,Box Culvert,MARJAL BOX CULVERT,3.5,A,24.03293827,90.82998264,bridge,0.0,1.0,,,,,,
893,N2,55.117,Box Culvert,MARGAL BOX CULVERT,4.0,A,24.0367807158088,90.836181023897,bridge,0.0,1.0,,,,,,
894,N2,55.547,Box Culvert,BARMANERTEK BOX CULVERT,4.0,A,24.0388256425837,90.839737291866,bridge,0.0,1.0,,,,,,
895,N2,55.967,RCC Girder Bridge,BITIMARGAL BRIGE,17.75,B,24.0402499861386,90.8435872876237,bridge,0.0,1.0,,,,,,
896,N2,56.559,Box Culvert,BITIMARGAL BOX CULVERT,3.5,A,24.0415876141025,90.8492013705128,bridge,3.0,1.0,,,,,,
897,N2,56.722,Box Culvert,SHIMELTALA BOX CULVERT,3.5,A,24.0419424588235,90.8507908529411,bridge,3.0,1.0,,,,,,
898,N2,57.111,Box Culvert,CHARABAG BOX CULVERT,3.5,B,24.0427281904255,90.8544734826241,bridge,3.0,1.0,,,,,,
899,N2,58.035,RCC Girder Bridge,Bridge Over Arial,241.61,C,24.0469163,90.8621389,bridge,3.0,1.0,,,,,,
900,N2,58.112,RCC Girder Bridge,Bridge Over Arial,141.61,C,24.0473250375796,90.8627111031847,bridge,3.0,1.0,,,,,,
901,N2,58.369,RCC Girder Bridge,Shibpur Bridge,40.6,B,24.0488598266666,90.86466112,bridge,3.0,1.0,,,,,,
902,N2,58.574,Box Culvert,BARAICHA CULVERT,4.0,A,24.0499496980952,90.8662369438095,bridge,3.0,1.0,,,,,,
903,N2,59.51,RCC Girder Bridge,KHAMACHOR BRIDGE,37.9,A,24.0514739136986,90.8748203075342,bridge,3.0,1.0,,,,,,
904,N2,59.982,Box Culvert,CURMARA CULVERT,7.3,A,24.0515123332524,90.8794649810679,bridge,3.0,1.0,,,,,,
905,N2,60.726,Box Culvert,DARIKANDI CULVERT,7.3,A,24.051945936,90.8867556359999,bridge,3.0,1.0,,,,,,
906,N2,62.036,RCC Girder Bridge,NOYA KANDI,11.8,A,24.0529865382022,90.8995070612359,bridge,3.0,1.0,,,,,,
907,N2,62.515,RCC Girder Bridge,PATILA DUA BRIDGE,11.5,B,24.0533500728089,90.9042270932584,bridge,3.0,1.0,,,,,,
908,N2,63.836,Box Culvert,NARAYERPUR CULVERT,4.0,A,24.0543720039603,90.9171551633663,bridge,3.0,1.0,,,,,,
909,N2,64.333,RCC Girder Bridge,Narayanpur Bridge,25.392589285714283,A,24.0547692461538,90.9219844076923,bridge,3.0,1.0,,,,,,
910,N2,66.197,Box Culvert,MUNDABAD BOX CULVERT,3.6,A,24.0560775943396,90.9403576433962,bridge,0.0,1.0,,,,,,
911,N2,66.846,RCC Girder Bridge,Mahmudabad Bridge,15.85,A,24.0566190626297,90.9466630574394,bridge,0.0,1.0,,,,,,
912,N2,67.151,Box Culvert,MANDABUS -3 BOX CULVERT,4.0,A,24.05680001,90.94963869,bridge,0.0,1.0,,,,,,
913,N2,67.87,Box Culvert,mundubus 5 boxculvert,7.3,B,24.0571261871186,90.9566094040678,bridge,0.0,1.0,,,,,,
914,N2,68.42,PC Girder Bridge,OLD BRAMMAPULRA,428.91,C,24.0575284209302,90.9618464976744,bridge,0.0,1.0,,,,,,
915,N2,69.212,Box Culvert,JAKANNATHPUR,4.0,A,24.0570292230769,90.9696097102564,bridge,0.0,1.0,,,,,,
916,N2,69.279,Box Culvert,RASHOMPUR,6.4,B,24.0569460077753,90.9702615688984,bridge,0.0,1.0,,,,,,
917,N2,69.285,RCC Girder Bridge,laxmipur brige,25.5,A,24.0569370090712,90.9703191637149,bridge,0.0,1.0,,,,,,
918,N2,69.416,Box Culvert,LAXMEPUR CULVERT,4.0,A,24.056740537365,90.9715766505399,bridge,0.0,1.0,,,,,,
919,N2,69.766,Slab Culvert,KOMOLPUR CULVERT (1,6.0,C,24.0562322813186,90.9749282241758,bridge,0.0,1.0,,,,,,
920,N2,69.855,Slab Culvert,KAMOLAPUR CULVERT,6.0,A,24.0561301760797,90.9758210810631,bridge,0.0,1.0,,,,,,
921,N2,71.603,Slab Culvert,NEAR BHAIRAB SLAB CULVERT,14.0,A,24.0510367472222,90.9899559638888,bridge,0.0,1.0,,,,,,
922,N2,71.834,PC Box,Bhairab Bridge,924.0,A,24.0487508700361,90.9917788393501,bridge,0.0,1.0,,,,,,
923,N2,73.429,Box Culvert,BHAIROB SIDE CULVERT,3.0,A,24.0389204749999,91.002856945,bridge,0.0,1.0,,,,,,
924,N2,73.439,Box Culvert,BHAIRAB END SIDE CULVERT,3.0,A,24.03890138125,91.00294548875,bridge,0.0,1.0,,,,,,
925,N2,73.94,Box Culvert,SONARAMPUR,3.1,B,24.0372837831325,91.0073885975903,bridge,0.0,1.0,,,,,,
926,N2,73.982,Box Culvert,SONARAMPUR,3.35,A,24.0371713445783,91.0078243349397,bridge,0.0,1.0,,,,,,
927,N2,74.642,Box Culvert,SONAROMPUR,6.1,A,24.0361734756457,91.0141653302583,bridge,0.0,1.0,,,,,,
928,N2,74.915,Box Culvert,SONARAMPUR CULVERT,3.1,C,24.036609297318,91.0167899586206,bridge,0.0,1.0,,,,,,
929,N2,75.172,Box Culvert,SUNARAMPUR CULVERT,3.15,C,24.0370228044673,91.0192405388316,bridge,6.0,1.0,,,,,,
930,N2,75.778,RCC Girder Bridge,SUNARAMPUR BRIGE,79.75,D,24.0381318831325,91.0249768686747,bridge,6.0,1.0,,,,,,
931,N2,76.203,Box Culvert,SUNSRAMPUR CULVERT,3.15,A,24.0387242460365,91.0283545969512,bridge,6.0,1.0,,,,,,
932,N2,76.969,Box Culvert,SOHAGPUR 1,6.1,A,24.0389837051829,91.029738534756,bridge,6.0,1.0,,,,,,
933,N2,77.239,Box Culvert,SOHAGPUR 2,12.5,A,24.0393066780869,91.0313271862608,bridge,6.0,1.0,,,,,,
934,N2,78.332,Box Culvert,KAMORA,12.3,A,24.0413173178723,91.0418025459574,bridge,6.0,1.0,,,,,,
935,N2,79.33,Box Culvert,KHARIALA 2,3.1,A,24.0429516049676,91.0514490347732,bridge,6.0,1.0,,,,,,
936,N2,79.928,Box Culvert,KHARIALA -1 BOX CULVERT,12.57,A,24.0436153462203,91.0572613235421,bridge,6.0,1.0,,,,,,
937,N2,79.95,Box Culvert,DOLOPARA CULVERT,3.0,A,24.0436397647948,91.0574751535637,bridge,6.0,1.0,,,,,,
938,N2,81.004,Box Culvert,BATHTOLA-2 BOX CULVERT,9.5,A,24.0448417137254,91.0678533509803,bridge,6.0,1.0,,,,,,
939,N2,81.413,Box Culvert,BETHTOLA BOX CULVERT,6.1,A,24.0453431709459,91.0717645204391,bridge,6.0,1.0,,,,,,
940,N2,82.991,Box Culvert,MALIHATA BOX CULVERT,4.5,B,24.0472281396954,91.0871321797969,bridge,6.0,1.0,,,,,,
941,N2,83.47,Box Culvert,MALIHATA BOX CULVERT,9.3,A,24.0477840564013,91.0917317660899,bridge,6.0,1.0,,,,,,
942,N2,84.419,Box Culvert,KUTTAPARCA CULVERT,3.6,A,24.0488999558947,91.101047168,bridge,6.0,1.0,,,,,,
943,N2,86.364,RCC Girder Bridge,Kuttu para Bridge,22.96,C,24.0569775626666,91.1150526926666,bridge,0.0,1.0,,,,,,
944,N2,87.365,Box Culvert,GURAICHARI,3.0,A,24.0577411621212,91.1240952818181,bridge,6.0,1.0,,,,,,
945,N2,88.342,RCC Girder Bridge,Khalkata Bridge,22.95,C,24.0564689616685,91.1335655494926,bridge,6.0,1.0,,,,,,
946,N2,89.1,RCC Bridge,Raboa Bridge,17.5,A,24.0555222130637,91.1409459727838,bridge,6.0,1.0,,,,,,
947,N2,89.64,RCC Girder Bridge,Bari vara Bridge,43.88,C,24.0548028893491,91.1461905260355,bridge,6.0,1.0,,,,,,
948,N2,90.552,Box Culvert,BARIUSE BOX CULVERT,4.1,B,24.0537436912932,91.1550920076824,bridge,6.0,1.0,,,,,,
949,N2,91.246,RCC Girder Bridge,Shabaj Pur Bridge,42.65,C,24.0529286690161,91.1618387292217,bridge,6.0,1.0,,,,,,
950,N2,91.756,Box Culvert,BARURA BOX CULVERT,12.0,A,24.0523182005917,91.166790652071,bridge,6.0,1.0,,,,,,
951,N2,91.768,Box Culvert,SHAHA BAZAR BOX CULVERT,10.45,A,24.0523004491124,91.1669109218934,bridge,6.0,1.0,,,,,,
952,N2,92.673,RCC Girder Bridge,Titas Bridge,202.55,C,24.0490325114685,91.1748803058741,bridge,6.0,1.0,,,,,,
953,N2,93.299,RCC Girder Bridge,RAZA BARIA RCC GIDER BRIDGE,26.2,C,24.0444605850241,91.1772486309178,bridge,6.0,1.0,,,,,,
954,N2,94.284,Box Culvert,RAZABAZAR BOX CULVERT,4.0,C,24.0427906760598,91.1858224356608,bridge,0.0,1.0,,,,,,
955,N2,95.285,Box Culvert,BOE SHASY BOX CULVERT,10.4,A,24.0429401919598,91.1957517562814,bridge,6.0,1.0,,,,,,
956,N2,95.774,Box Culvert,DABISOR BOX CULVERT,10.4,A,24.0430772680412,91.200538271134,bridge,6.0,1.0,,,,,,
957,N2,96.192,PC Girder Bridge,Rampur Bridge,64.61,C,24.0429702404358,91.2045500397094,bridge,6.0,1.0,,,,,,
958,N2,96.853,RCC Girder Bridge,Rampur Bridge-2,35.01,B,24.0407262413333,91.2101575271111,bridge,0.0,1.0,,,,,,
959,N2,97.263,RCC Girder Bridge,Khilsima Bridge,27.03,C,24.0419719,91.2138333,bridge,6.0,1.0,,,,,,
960,N2,97.668,RCC Girder Bridge,KHALISHIMA BRIDGE,26.0,A,24.043172678511,91.2176082783418,bridge,6.0,1.0,,,,,,
961,N2,97.696,Box Culvert,CHANDURA BOX CULVERT,4.0,A,24.0432555888324,91.2178701375634,bridge,6.0,1.0,,,,,,
962,N2,100.04,PC Girder Bridge,Lohor Bridge,64.58,A,24.0498387163339,91.2390337290381,bridge,2.0,1.0,,,,,,
963,N2,101.004,Box Culvert,BULUNTI 2 BOX CULVERT,4.0,A,24.057338552505,91.2438914899799,bridge,2.0,1.0,,,,,,
964,N2,102.341,Box Culvert,BURUNDI (3 BOX CULVERT,9.3,A,24.065947923225,91.2530700166065,bridge,2.0,1.0,,,,,,
965,N2,102.843,Box Culvert,SHASHI BOX CULVERT,3.5,B,24.0691040355029,91.256625424852,bridge,2.0,1.0,,,,,,
966,N2,103.374,Box Culvert,ISKMPUR BOX CULVERT,12.3,A,24.072462410775,91.2603098812854,bridge,2.0,1.0,,,,,,
967,N2,104.217,Box Culvert,BILPASA CULVERT,9.0,A,24.0778696446351,91.2661291399141,bridge,2.0,1.0,,,,,,
968,N2,105.474,Box Culvert,AMTOLI CULVERT,3.5,A,24.0822501969473,91.2762214315789,bridge,2.0,1.0,,,,,,
969,N2,105.983,Box Culvert,ARINAGAR CULVERT,4.0,A,24.0830965810989,91.2807562536263,bridge,2.0,1.0,,,,,,
970,N2,106.396,Box Culvert,KHATABARI CULVERT,10.3,A,24.0852408324582,91.2840123147971,bridge,2.0,1.0,,,,,,
971,N2,107.235,RCC Girder Bridge,Madhab pur Bridge,68.09,C,24.0909137298145,91.2885035489301,bridge,2.0,1.0,,,,,,
972,N2,107.981,Box Culvert,KODHMADAB PUR,3.0,A,24.0972482904109,91.2911522986301,bridge,2.0,1.0,,,,,,
973,N2,109.038,PC Girder Bridge,MADABPUR (KACHARI,19.4,C,24.1042590088531,91.2979448987927,bridge,4.0,1.0,,,,,,
974,N2,109.8,RCC Girder Bridge,MIRNAGAR R C C G BRIDGE,37.2,C,24.1097965209979,91.3024099465696,bridge,4.0,1.0,,,,,,
975,N2,111.047,Box Culvert,HARIA BOX CULVERT,4.0,A,24.1178998672727,91.310849880808,bridge,4.0,1.0,,,,,,
976,N2,111.979,PC Girder Bridge,UNDHIURA P C G BRIDGE,30.0,B,24.1243593059382,91.3167782581947,bridge,4.0,1.0,,,,,,
977,N2,113.087,PC Girder Bridge,DOKHIN BEDHOSA,25.0,B,24.1327827852207,91.3222117568138,bridge,4.0,1.0,,,,,,
978,N2,113.846,PC Girder Bridge,Begura -2 Bridge,40.75,A,24.1391103339955,91.3250301847682,bridge,4.0,1.0,,,,,,
979,N2,114.909,PC Girder Bridge,BEGURGA 1 PC GIRDER BRIDGE,22.8,A,24.1440329295154,91.3335726396475,bridge,4.0,1.0,,,,,,
980,N2,115.81,Box Culvert,WORLDKOAL CULVERT,2.0,B,24.1463656258358,91.3420528395136,bridge,4.0,1.0,,,,,,
981,N2,116.018,Box Culvert,JAGADISHPUR,2.0,A,24.1468901205607,91.3440217214953,bridge,4.0,1.0,,,,,,
982,N2,116.219,Box Culvert,JAGADISHPUR,10.6,A,24.1475431932926,91.3458216457317,bridge,4.0,1.0,,,,,,
983,N2,116.61,Box Culvert,JAGADISPUR 3 BOX CULVERT,2.0,C,24.1504398675958,91.3476775494773,bridge,4.0,1.0,,,,,,
984,N2,117.086,Box Culvert,JAGADISHPUR 2 BOX CULVERT,4.25,A,24.1545094189265,91.3487842322033,bridge,4.0,1.0,,,,,,
985,N2,117.284,Box Culvert,JOGIDISH PUR CULVERT,10.6,A,24.1562806240113,91.348830879661,bridge,4.0,1.0,,,,,,
986,N2,117.54,Box Culvert,BELGOR CULVERT,2.0,A,24.158845592638,91.3489047233128,bridge,4.0,1.0,,,,,,
987,N2,117.771,Box Culvert,BELGOR BOX CULVERT,9.0,A,24.1607536901023,91.3489536829351,bridge,4.0,1.0,,,,,,
988,N2,117.99,Box Culvert,NARONPUR CULVERT,7.2,A,24.1626046967032,91.3490109626373,bridge,4.0,1.0,,,,,,
989,N2,118.335,Box Culvert,NARAONPUR CULVERT,8.2,A,24.1656872448275,91.3490274,bridge,4.0,1.0,,,,,,
990,N2,118.497,Box Culvert,NANAR KHOLA CULVERT,6.4,B,24.1671222482758,91.3490274,bridge,4.0,1.0,,,,,,
991,N2,118.798,Box Culvert,ITAKHOLA BOX CULVERT,3.1,A,24.1698043993902,91.3490274,bridge,4.0,1.0,,,,,,
992,N2,119.035,Box Culvert,ITAKHOLA CULVERT,4.2,A,24.1720276505154,91.3490552,bridge,4.0,1.0,,,,,,
993,N2,119.505,Box Culvert,BANGADOBA,1.6,A,24.1762611963597,91.3493166873661,bridge,4.0,1.0,,,,,,
994,N2,120.199,Box Culvert,BANGADOBA BOX CULVERT,17.12,A,24.1824936827999,91.3501544568,bridge,4.0,1.0,,,,,,
995,N2,120.851,Box Culvert,KAROLA,5.32,A,24.188343818,91.350516708,bridge,4.0,1.0,,,,,,
996,N2,121.195,Box Culvert,PATONPUR,6.22,A,24.1914097549132,91.3505278,bridge,4.0,1.0,,,,,,
997,N2,121.686,Box Culvert,RATONPUR BOX CULVERT,3.5,A,24.1957657783783,91.3507017061425,bridge,4.0,1.0,,,,,,
998,N2,122.114,Box Culvert,NOWA PARA BOX CULVERT,7.8,A,24.1995860414918,91.3511658801864,bridge,4.0,1.0,,,,,,
999,N2,122.326,Box Culvert,NOWA PARA,2.0,A,24.2014256480186,91.3514541310023,bridge,4.0,1.0,,,,,,
1000,N2,122.788,Box Culvert,NOWAPARA BOX CULVERT,4.3,A,24.2054472164516,91.3525778725806,bridge,4.0,1.0,,,,,,
1001,N2,122.934,Box Culvert,NOWA PARA BOX CULVERT,2.15,A,24.2066638674193,91.3531927209677,bridge,4.0,1.0,,,,,,
1002,N2,123.191,PC Girder Bridge,Shapur Bridge,29.5,A,24.2085601744827,91.3544752496551,bridge,4.0,1.0,,,,,,
1003,N2,123.654,Box Culvert,SAHAPUR BOX CULVERT,3.3,A,24.2120458313539,91.3569636109263,bridge,4.0,1.0,,,,,,
1004,N2,124.304,Box Culvert,HORITOLA BOX CULVERT,6.3,A,24.2166045893846,91.3608968426153,bridge,4.0,1.0,,,,,,
1005,N2,124.46,Box Culvert,HARITALA 2 BOX CULVERT,4.3,A,24.2176577813846,91.3618835066153,bridge,4.0,1.0,,,,,,
1006,N2,124.638,Box Culvert,HORI TOLA BOX CULVERT,6.6,A,24.2188854253164,91.3629662360759,bridge,4.0,1.0,,,,,,
1007,N2,124.856,Box Culvert,HORITALA BOX CULVERT,5.3,A,24.2206161977528,91.3639615960674,bridge,4.0,1.0,,,,,,
1008,N2,125.141,Box Culvert,SHIBPUR BOX CULVERT,8.1,A,24.223148515736,91.3647176883248,bridge,4.0,1.0,,,,,,
1009,N2,125.593,Box Culvert,SHIBPUR BOX CULVERT,2.0,A,24.2270687986636,91.3652380040089,bridge,4.0,1.0,,,,,,
1010,N2,125.657,Box Culvert,SHIBPUR BOX CULVERT,6.6,A,24.227627081069,91.3655151567928,bridge,4.0,1.0,,,,,,
1011,N2,125.78,Box Culvert,SHIBPUR BOX CULVERT,4.3,A,24.2287000300668,91.3660478097995,bridge,4.0,1.0,,,,,,
1012,N2,126.21,Box Culvert,SHIBPUR BOX CULVERT,2.0,A,24.2324161,91.3672956666666,bridge,4.0,1.0,,,,,,
1013,N2,126.317,Box Culvert,SOUDURP 2,1.5,A,24.2333514895104,91.3675381501165,bridge,4.0,1.0,,,,,,
1014,N2,126.772,Box Culvert,RIAZNAZAR BOX CULVERT,1.5,A,24.2373891878612,91.3683910708092,bridge,4.0,1.0,,,,,,
1015,N2,127.076,Box Culvert,RIAZ NAGAR BOX CULVERT,1.5,A,24.240104416129,91.3690145280397,bridge,4.0,1.0,,,,,,
1016,N2,127.691,Box Culvert,TAJPUR BOX CULVERT,6.6,A,24.2453919661129,91.370552332392,bridge,4.0,1.0,,,,,,
1017,N2,128.04,Box Culvert,JAJPUR BOX CULVERT,1.5,A,24.2483684288571,91.3715551882857,bridge,4.0,1.0,,,,,,
1018,N2,128.37,Box Culvert,TAJPUR BOX CULVERT,3.3,A,24.2510285976119,91.3728521116417,bridge,4.0,1.0,,,,,,
1019,N2,128.753,Box Culvert,BAKHARNAGAR BOX CULVERT,3.3,A,24.2539687209876,91.3747529907407,bridge,4.0,1.0,,,,,,
1020,N2,129.103,Box Culvert,CHARA BOX CULVERT,1.5,A,24.2565296885386,91.376727700573,bridge,4.0,1.0,,,,,,
1021,N2,129.405,Box Culvert,CHARA BOX CULVERT,4.3,A,24.2588610764705,91.3782461,bridge,0.0,1.0,,,,,,
1022,N2,129.546,Box Culvert,CHARA BOX CULVERT,3.0,A,24.2599490343137,91.3788860833333,bridge,0.0,1.0,,,,,,
1023,N2,129.985,Box Culvert,GORIPUR BOX CULVERT,4.2,B,24.2634051199999,91.3809022189091,bridge,0.0,1.0,,,,,,
1024,N2,130.23,Box Culvert,GORIPUR BOX CULVERT,2.6,B,24.26536022,91.3820406225454,bridge,0.0,1.0,,,,,,
1025,N2,130.641,Box Culvert,OLIPUR BOX CULVERT,2.0,A,24.2686782376782,91.3837600983706,bridge,0.0,1.0,,,,,,
